,brand,name,image_url,rating_star,ratings,reviews,processor_brand,processor,generation,ram,ram_type,operating_system,rom,display,warranty,actual_price,discount_price,discount
434,HP,HP AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2304au Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/n/r/-original-imahcd9pqkyfh8mu.jpeg?q=70,4.4,373,28,AMD,AMD Ryzen 5 Hexa Core Processor,,8,DDR4,Windows 11 Operating System,512,,1,48419,41500,14
435,HP,HP 250 G9 Intel Core i3 12th Gen Intel Core i3 1215U - (8 GB/512 GB SSD/Windows 11 Home) 250 G9 Busine...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/t/j/250-g9-business-laptop-hp-original-imagwywdz8wmfbxz.jpeg?q=70,4.2,736,38,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,,1,49900,34750,30
436,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
437,Samsung,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,4960,529,Intel,Intel Core i3 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,57499,34990,39
438,Acer,Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/0/w/-original-imahcd9jahchgghk.jpeg?q=70,4.5,439,50,Intel,Intel Core i7 Processor (14th Gen),14,16,DDR5,Windows 11 Operating System,1,40.64,1,144990,124990,13
439,Lenovo,Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/0/k/14iah8-thin-and-light-laptop-lenovo-original-imahfyrf9zzhzyy5.jpeg?q=70,4.3,53,3,Intel,Intel Core i5 Processor (12th Gen),12,16,LPDDR5,Windows 11 Operating System,512,35.56,1,72490,49890,31
440,Acer,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,3614,279,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,43000,24990,41
441,Acer,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402,32,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,35.56,1,66999,40990,38
442,DELL,DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (32 GB/512 GB SSD/Windows 11 Pro) Latitude 34...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/e/u/latitude-3440-business-laptop-dell-original-imah86g9hye2jdeg.jpeg?q=70,4.8,5,0,Intel,Intel Core i3 Processor (12th Gen),12,32,DDR4,Windows 11 Operating System,512,35.56,1,74990,35690,52
443,HP,HP (2024) Laptop with Backlit Keyboard Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/a/t/15s-thin-and-light-laptop-hp-original-imahyzazerhdcpfa.jpeg?q=70,4.3,14,2,Intel,Intel Core i5 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,39.62,1,59327,49499,16
444,HP,HP Chromebook Intel Celeron Quad Core N4120 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Chromeb...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/7/s/-original-imagykgqacv2ez2g.jpeg?q=70,4.1,2151,151,Intel,Intel Celeron Quad Core Processor,,4,LPDDR4,Chrome Operating System,4,35.56,1,,32279,
445,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, H-Series Intel Core i5 13th ...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/8/h/-original-imahehkguxxspebh.jpeg?q=70,4.4,88,6,Intel,Intel Core i5 Processor (13th Gen),,16,DDR5,Windows 11 Home Operating System,512,,1,84990,58990,30
446,Lenovo,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,93490,57990,37
447,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10,0,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,92990,67990,26
448,HP,HP Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated intel hd) 14-ek1074TU 2...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/z/a/14-ek1010tu-thin-and-light-laptop-hp-original-imagnksxpampc2fe.jpeg?q=70,4.3,81,3,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,35.56,1,91615,68990,24
449,DELL,DELL MSO'2021 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/f/4/-original-imahcd9k43k9nfyj.jpeg?q=70,4.2,2637,268,Intel,Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,12,8,,,8,39.37,1,62841,35790,43
450,MOTOROLA,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242,37,Intel,Intel Core 5 (Series 2) Processor,14,16,DDR5,Windows 11 Operating System,512,,1,93690,54990,41
451,DELL,DELL 14 Next Gen AI PC Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2in1 2 in ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/d/y/-original-imahekvhbkhacyxf.jpeg?q=70,,,,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5X,Windows 11 Operating System,512,35.56,1,102859,84990,17
452,DELL,DELL Inspiron 3000 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Lig...,https://rukminim2.flixcart.com/image/312/312/l16rde80/computer/p/4/i/inspiron-3511-thin-and-light-laptop-dell-original-imagctygxz8x6hnx.jpeg?q=70,4.1,1704,218,Intel,Intel Core i3 Processor (11th Gen),11,8,DDR4,Windows 11 Operating System,512,39.62,1,58229,35990,38
453,HP,HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s-eq2305AU Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/d/r/-original-imahcd9cfrezjauu.jpeg?q=70,4.3,3676,266,AMD,AMD Ryzen 5 Hexa Core Processor,,16,DDR4,Windows 11 Operating System,512,39.62,1,56900,44500,21
454,Lenovo,Lenovo IdeaPad Slim 5 Ultra 5 125H WUXGA IPS Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/e/l/-original-imahcsn6tszgysfj.jpeg?q=70,4.1,435,54,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5X,Windows 11 Operating System,1,40.64,1,107690,71990,33
455,Lenovo,Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/e/z/-original-imahcd9jxhfkqspg.jpeg?q=70,4.3,259,21,Intel,Intel Core i7 Processor (13th Gen),13,24,DDR5,Windows 11 Operating System,512,39.62,1,135000,116491,13
456,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
457,Samsung,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,4960,529,Intel,Intel Core i3 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,57499,34990,39
458,HP,HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/u/p/-original-imahcd9hhms2mfg7.jpeg?q=70,4.3,1491,100,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,1,39.62,1,89990,78990,12
459,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10,0,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,92990,67990,26
460,ASUS,ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SS...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/e/w/-original-imahcymx9z3ngpbg.jpeg?q=70,,,,Intel,Intel Core Ultra 9 Processor,,32,DDR5,Windows 11 Home Operating System,2,,1,479990,424990,11
461,Lenovo,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,93490,57990,37
462,Lenovo,Lenovo V15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/z/0/-original-imah4dcjmukuwepu.jpeg?q=70,4.1,570,29,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,39.62,1,59999,30262,49
463,HP,HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s-EQ2084AU Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/9/q/r/15s-eq2084au-laptop-hp-original-imahyq4nf4e95jka.jpeg?q=70,4.1,38,3,AMD,AMD Ryzen 7 Octa Core Processor,,16,DDR4,Windows 11 Operating System,512,39.62,1,65990,49150,25
464,ASUS,"ASUS Vivobook S15 OLED, A-Part Metal Body, Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 1...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/a/g/-original-imahcd9hxctwyzyr.jpeg?q=70,4.0,58,9,Intel,Intel Core i9 Processor (13th Gen),13,16,LPDDR5,Windows 11 Operating System,512,39.62,1,116990,81990,29
465,DELL,DELL Latitude Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 3440 Business L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/y/h/latitude-3440-business-laptop-dell-original-imahcuvagcecwbyy.jpeg?q=70,,,,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,54990,32990,40
466,MOTOROLA,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242,37,Intel,Intel Core 5 (Series 2) Processor,14,16,DDR5,Windows 11 Operating System,512,,1,93690,54990,41
467,HP,HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16,1,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,39.62,1,77507,65990,14
468,HP,HP Pavilion Plus Creator OLED Eyesafe H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windo...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/f/p/-original-imahcd9m7bhmvzjr.jpeg?q=70,3.9,100,8,Intel,Intel Core i5 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,35.56,1,96990,63990,34
469,HP,HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/5/c/-original-imahcd9j8u24z2db.jpeg?q=70,4.0,595,46,Intel,Intel Core i5 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,1,73499,58990,19
470,DELL,DELL 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/f/1/-original-imahcd9mbpxz8c3z.jpeg?q=70,4.3,327,26,AMD,AMD Ryzen 5 Hexa Core Processor,,16,DDR4,Windows 11 Operating System,512,,1,56919,39990,29
471,DELL,DELL 15 Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) OVN353025001RING1O Thin and ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/x/q/-original-imahdwgyvd28znbu.jpeg?q=70,3.6,21,3,Intel,Intel Core i3 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,,1,44855,36990,17
472,ASUS,ASUS Vivobook 14 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK322WS Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/6/t/-original-imahcd9m8ngtzzfq.jpeg?q=70,3.8,523,36,Intel,Intel Core i3 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,512,35.56,1,57990,37990,34
473,HP,HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/r/z/-original-imahcd9zmx4pdbdg.jpeg?q=70,4.3,66,9,AMD,AMD Ryzen 3 Quad Core Processor,,8,LPDDR5,Windows 11 Operating System,512,,1,47716,35990,24
474,Apple,Apple Apple M3 - (24 GB/512 GB SSD/macOS Sequoia) MC8P4HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/q/h/-original-imagypv6prbgkfzg.jpeg?q=70,,,,Apple,Apple M3 Processor,,24,Unified Memory,Mac OS Operating System,512,,1,,154900,
475,HP,HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/1/y/15-thin-and-light-laptop-hp-original-imahcphqbf6fyche.jpeg?q=70,4.5,4,0,AMD,AMD Athlon Dual Core Processor,,8,DDR4,Windows 11 Operating System,256,,1,44990,24990,44
476,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/i/1/-original-imahefyfg38sfzpv.jpeg?q=70,4.7,10,0,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,92990,67990,26
477,Acer,Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/z/w/-original-imahd7zzfcv9vvje.jpeg?q=70,4.2,181,28,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5,Windows 11 Home Operating System,512,35.56,1,99999,56990,43
478,ASUS,ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ311W Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/k/f/-original-imahcd9m4eqyhrv4.jpeg?q=70,4.2,1636,120,Intel,Intel Core i3 Processor (11th Gen),11,8,DDR4,Windows 11 Operating System,256,39.62,1,45490,31299,31
479,DELL,DELL G15 Intel Core i5 13th Gen 13450HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/u/p/-original-imahcd9mr5whhquf.jpeg?q=70,4.0,175,20,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR5,Windows 11 Operating System,1,,1,106331,74990,29
480,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
481,Samsung,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,4960,529,Intel,Intel Core i3 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,57499,34990,39
482,Acer,Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/m/t/-original-imah3yhqxwyh3gyv.jpeg?q=70,4.0,59,3,Intel,Intel Core i5 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,1,84990,64990,23
483,Colorful,Colorful Evol P-15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/c/3/-original-imahcyp7ztmg8nmq.jpeg?q=70,4.5,107,29,Intel,Intel Core i5 Processor (12th Gen),12,16,DDR5,Windows 11 Operating System,512,39.62,2,99999,63990,36
484,ASUS,ASUS Chromebook Intel Celeron Dual Core N3350 - (4 GB/32 GB EMMC Storage/Chrome OS) C223NA-GJ0074 Chro...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/x/c/na-chromebook-asus-original-imah2h4rnmgsn6hc.jpeg?q=70,3.6,1355,159,Intel,Intel Celeron Dual Core Processor,,4,LPDDR4,Chrome Operating System,4,29.46,1,21990,14249,35
485,Lenovo,Lenovo ThinkBook 15 G4 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/t/e/-original-imahcd9g2ck2phwd.jpeg?q=70,4.1,200,18,Intel,Intel Core i5 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,39.62,1,,102240,
486,Acer,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,3614,279,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,43000,24990,41
487,Acer,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402,32,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,35.56,1,66999,40990,38
488,DELL,DELL 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7440 2-in-1 2 in 1 ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/8/o/-original-imahcd9be9dphqay.jpeg?q=70,4.2,11,1,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR5,Windows 11 Operating System,512,,1,85574,68990,19
489,Acer,Acer Nitro V Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/o/e/-original-imahbznadnf7vswe.jpeg?q=70,4.6,12,3,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR5,Windows 11 Operating System,512,39.62,1,115999,94990,18
490,Lenovo,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,93490,57990,37
491,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10,0,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,92990,67990,26
492,MSI,MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/g/6/-original-imahcd9mn9rfnbsb.jpeg?q=70,4.7,37,3,Intel,Intel Core i7 Processor (14th Gen),14,16,DDR5,Windows 11 Operating System,1,40.64,2,162990,149990,7
493,Apple,Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/b/n/-original-imagfdf4xnbyyxpa.jpeg?q=70,4.7,1743,105,Apple,Apple M2 Processor,,8,Unified Memory,Mac OS Operating System,512,,1,,119900,
494,DELL,DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/e/b/inspiron-3530-laptop-dell-original-imagsvrzwyxxfnu6.jpeg?q=70,4.2,794,42,Intel,Intel Core i5 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,1,39.62,1,85000,56990,32
495,HP,HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/g/y/-original-imahcd9pgz2y5zw9.jpeg?q=70,5.0,3,0,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR5,Windows 11 Operating System,1,40.89,1,,164831,
496,MOTOROLA,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242,37,Intel,Intel Core 5 (Series 2) Processor,14,16,DDR5,Windows 11 Operating System,512,,1,93690,54990,41
497,DELL,DELL 14 Next Gen AI PC Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2in1 2 in ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/d/y/-original-imahekvhbkhacyxf.jpeg?q=70,,,,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5X,Windows 11 Operating System,512,35.56,1,102859,84990,17
498,HP,HP 15s Backlit Keyboard AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/d/j/-original-imahcd9nv7ghh6t6.jpeg?q=70,4.2,824,71,AMD,AMD Ryzen 3 Quad Core Processor,,8,LPDDR5,Windows 11 Operating System,512,39.62,1,45338,35990,20
499,HP,HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/d/n/245-g8-business-laptop-hp-original-imagykcscqsk5ppk.jpeg?q=70,4.1,680,32,AMD,AMD Ryzen 3 Dual Core Processor,,8,DDR4,Windows 11 Operating System,512,,1,40990,31990,21
500,HP,HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16,1,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,39.62,1,77507,65990,14
501,Acer,Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/m/l/-original-imahcd9zt99rekjd.jpeg?q=70,4.1,592,83,AMD,AMD Ryzen 3 Quad Core Processor,,8,DDR4,Windows 11 Operating System,512,39.62,1,44990,27000,39
502,Lenovo,Lenovo IdeaPad 1 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/s/z/-original-imahcd9nvmkrus2u.jpeg?q=70,4.1,1092,94,AMD,AMD Ryzen 3 Dual Core Processor,,8,DDR4,Windows 11 Operating System,512,39.62,2,54490,33490,38
