,brand,name,image_url,rating_star,ratings,reviews,processor_brand,processor,generation,ram,ram_type,operating_system,rom,display,warranty,actual_price,discount_price,discount
230,MOTOROLA,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242,37,Intel,Intel Core 5 (Series 2) Processor,14,16,DDR5,Windows 11 Operating System,512,,1,93690,54990,41
231,DELL,DELL 14 Next Gen AI PC Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2in1 2 in ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/d/y/-original-imahekvhbkhacyxf.jpeg?q=70,,,,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5X,Windows 11 Operating System,512,35.56,1,102859,84990,17
232,realme,realme Book (Slim) Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and...,https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70,4.4,15762,2166,Intel,Intel Core i3 Processor (11th Gen),11,8,DDR4,Windows 10 Operating System,256,,1,54999,28990,47
233,HP,HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/r/0/-original-imahcd9nfsnrsc6n.jpeg?q=70,4.3,2376,170,Intel,Intel Core i5 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,,1,73688,63990,13
234,MSI,MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/g/z/-original-imahcdjw7zb8jnye.jpeg?q=70,4.3,1741,193,Intel,Intel Core i3 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,1,48990,35990,26
235,Lenovo,Lenovo IdeaPad Slim 3 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) 15IRU9 Thin and Light Lap...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/x/p/-original-imahcd9dzzmg5k29.jpeg?q=70,4.8,5,0,Intel,Intel Core 5 Processor,,16,DDR5,Windows 11 Operating System,512,39.62,1,98290,50190,48
236,HP,HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16,1,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,39.62,1,77507,65990,14
237,Acer,Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/m/l/-original-imahcd9zt99rekjd.jpeg?q=70,4.1,592,83,AMD,AMD Ryzen 3 Quad Core Processor,,8,DDR4,Windows 11 Operating System,512,39.62,1,44990,27000,39
238,DELL,DELL Inspiron 3530 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/m/v/-original-imah8pshmdu2fezx.jpeg?q=70,,,,Intel,Intel Core i5 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,512,39.62,1,57900,51749,10
239,ASUS,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/v/m/v/-original-imahcd9gyatyfjta.jpeg?q=70,4.3,3079,284,AMD,AMD Ryzen 3 Quad Core Processor,,8,LPDDR5,Windows 11 Operating System,512,39.62,1,50990,30790,39
240,Acer,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,3614,279,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,43000,24990,41
241,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
242,ASUS,"ASUS Vivobook 14 Flip OLED 2025 Copilot+PC, MSO 2024+M365 Basic, AI PC, A-Part Metal Intel Core Ultra ...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/z/t/-original-imahefyff86qyfeu.jpeg?q=70,4.8,4,1,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,122990,86990,29
243,ASUS,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/2/1/-original-imahcd9jfzdtc8he.jpeg?q=70,4.3,67,4,Intel,Intel Core i5 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,39.62,1,69990,40990,41
244,Acer,Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/2/s/r/-original-imahej5v6fucsqsm.jpeg?q=70,4.2,181,28,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5,Windows 11 Home Operating System,512,35.56,1,,99999,
245,Infinix,Infinix ZERO BOOK Series Laptop Intel Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Hom...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/n/q/-original-imahcd9mbhkepkar.jpeg?q=70,3.7,28,6,Intel,Intel Core i7 Processor (12th Gen),12,16,LPDDR5,Windows 11 Operating System,512,39.62,1,,99990,
246,Lenovo,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,93490,57990,37
247,ASUS,ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ2325WS Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/j/z/-original-imahcd9nqjz6d3dp.jpeg?q=70,4.2,650,53,Intel,Intel Core i3 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,,1,56990,35990,36
248,DELL,DELL Inspiron 15 3530 Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN3530RW8JY001ORS1 Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/4/e/b/inspiron-3530-laptop-dell-original-imagsvrzwyxxfnu6.jpeg?q=70,4.2,794,42,Intel,Intel Core i5 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,1,39.62,1,85000,56990,32
249,MSI,MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/d/a/-original-imahcd9gjagh6pze.jpeg?q=70,4.4,3210,347,AMD,AMD Ryzen 5 Hexa Core Processor,,8,DDR4,Windows 11 Operating System,512,35.56,1,61990,35990,41
250,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10,0,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,92990,67990,26
251,Samsung,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,4960,529,Intel,Intel Core i3 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,57499,34990,39
252,ASUS,ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i7 13th Gen 13620H - (16 GB/512 GB S...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/p/x/-original-imah2ger8fwg9raw.jpeg?q=70,3.8,4,0,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,,1,87990,63990,27
253,Lenovo,Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/2/g/-original-imahcd9zxsgfszqp.jpeg?q=70,4.2,670,56,Intel,Intel Core i5 Processor (12th Gen),12,16,LPDDR5,Windows 11 Operating System,512,35.56,1,72990,57990,20
254,ASUS,ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB S...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/r/f/x1605vab-mb544ws-laptop-asus-original-imagznwugnhppyuu.jpeg?q=70,4.6,29,2,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,,1,72990,53989,26
255,MSI,MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/g/z/-original-imahcdjw7zb8jnye.jpeg?q=70,4.3,1741,193,Intel,Intel Core i3 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,1,48990,35990,26
256,HP,HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16,1,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,39.62,1,77507,65990,14
257,Acer,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402,32,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,35.56,1,66999,40990,38
258,HP,HP Pavilion AI PC Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 16-af0015TU Thin and Li...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/5/x/k/-original-imahcd9ktcmdwczc.jpeg?q=70,4.4,270,22,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5,Windows 11 Operating System,512,40.64,1,89356,60990,31
259,realme,realme Book(Slim) Intel Evo Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) RMNB1002...,https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70,4.3,8020,1041,Intel,Intel Evo Core i5 Processor (11th Gen),11,8,,,8,,1,69999,38990,44
260,Lenovo,Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/v/2/-original-imahcd9j4x8fbg8j.jpeg?q=70,4.4,376,42,Intel,Intel Core i5 Processor (13th Gen),13,16,LPDDR5X,Windows 11 Operating System,1,,1,114690,70990,38
261,Acer,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/f/x/-original-imahcd99qffuxkmz.jpeg?q=70,4.3,2000,159,Intel,Intel Core i3 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,512,35.56,1,49999,28990,42
262,Apple,Apple Apple M3 - (16 GB/256 GB SSD/macOS Sequoia) MC8J4HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/q/h/-original-imagypv6prbgkfzg.jpeg?q=70,4.6,611,41,Apple,Apple M3 Processor,,16,Unified Memory,Mac OS Operating System,256,,1,,114900,
263,DELL,DELL Inspiron 3530 Intel Core i7 13th Gen 1355U� - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/w/o/inspiron-3530-thin-and-light-laptop-dell-original-imahashyrfwbrehc.jpeg?q=70,4.2,177,11,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,39.62,1,89990,71690,20
264,Lenovo,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15IAU7 Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/a/x/-original-imahcd9ma3mxppfr.jpeg?q=70,4.1,855,67,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,256,39.62,1,47650,34700,27
265,MSI,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-816IN ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/c/a/-original-imahcd9jawgjthcz.jpeg?q=70,4.3,196,22,Intel,Intel Core i7 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,1,66990,51990,22
266,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
267,Samsung,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,4960,529,Intel,Intel Core i3 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,57499,34990,39
268,Lenovo,Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Ligh...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/7/r/k/v-15-thin-and-light-laptop-lenovo-original-imah9yu5xbkcr4fh.jpeg?q=70,4.4,27,2,Intel,Intel Core i3 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,,1,74990,34990,53
269,ASUS,ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/n/3/cx1500cka-ej0275-chromebook-asus-original-imah2mw8nykenzdx.jpeg?q=70,3.8,2720,241,Intel,Intel Celeron Dual Core Processor,,8,LPDDR4X,Chrome Operating System,8,39.62,1,,32990,
270,Acer,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,3614,279,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,43000,24990,41
271,Acer,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402,32,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,35.56,1,66999,40990,38
272,HP,HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/3/l/j/-original-imahcd9zwemmvafm.jpeg?q=70,4.2,113,5,Intel,Intel Core i7 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,1,90898,68990,24
273,realme,realme Book (Slim) Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and...,https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70,4.4,15762,2166,Intel,Intel Core i3 11th,11,8,,,8,,1,54999,28990,47
274,Lenovo,Lenovo Yoga Slim 7 Ultra 7 155H WUXGA OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/q/t/-original-imahcd9mb6xpncdw.jpeg?q=70,4.3,73,3,Intel,Intel Core Ultra 7 Processor,,16,LPDDR5X,Windows 11 Operating System,1,35.56,1,,153190,
275,HP,HP Victus 39 TOPS AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDI...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/a/k/-original-imahcd9nz3pjwcty.jpeg?q=70,4.3,68,3,AMD,AMD Ryzen 7 Octa Core Processor,,16,DDR5,Windows 11 Operating System,512,39.62,1,108472,84490,22
276,Lenovo,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,93490,57990,37
277,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10,0,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,92990,67990,26
278,Thomson,Thomson NEO Core Series Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/w/d/u/-original-imahcd99s4uqpfva.jpeg?q=70,3.9,216,66,Intel,Intel Core i5 Processor (12th Gen),12,16,LPDDR4,Windows 11 Operating System,512,39.62,1,,59990,
279,Lenovo,Lenovo Intel Celeron Dual Core 4th Gen - (8 GB/256 GB SSD/DOS) 82QYA00HIN Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/e/c/-original-imah4dcjha4zfkbs.jpeg?q=70,3.8,300,17,Intel,Intel Celeron Dual Core Processor (4th Gen),4,8,DDR4,DOS Operating System,256,39.62,1,47375,23832,49
280,MOTOROLA,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242,37,Intel,Intel Core 5 (Series 2) Processor,14,16,DDR5,Windows 11 Operating System,512,,1,93690,54990,41
281,DELL,DELL 14 Next Gen AI PC Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2in1 2 in ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/d/y/-original-imahekvhbkhacyxf.jpeg?q=70,,,,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5X,Windows 11 Operating System,512,35.56,1,102859,84990,17
282,DELL,DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/r/j/latitude-3540-laptop-dell-original-imah4khrdgzs93na.jpeg?q=70,4.0,105,8,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Linux/Ubuntu Operating System,512,39.62,1,44990,33990,24
283,MOTOROLA,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/h/y/-original-imahcyacketzp4zq.jpeg?q=70,4.3,242,37,Intel,Intel Core 5 (Series 2) Processor,14,16,DDR5,Windows 11 Operating System,512,,1,93690,54990,41
284,DELL,DELL Inspiron 15 With MSO'2024 & Backlit KB Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/h/w/-original-imaghzahgukpkyfu.jpeg?q=70,4.2,794,42,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,1,39.62,1,92863,58990,36
285,Lenovo,Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 1...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/f/s/-original-imahd6dzpmq8aazp.jpeg?q=70,4.1,383,55,Snapdragon,Snapdragon X Plus Processor,,16,LPDDR5X,Windows 11 Operating System,1,35.56,1,125890,71990,42
286,HP,HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16,1,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,39.62,1,77507,65990,14
287,Acer,Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/m/l/-original-imahcd9zt99rekjd.jpeg?q=70,4.1,592,83,AMD,AMD Ryzen 3 Quad Core Processor,,8,DDR4,Windows 11 Operating System,512,39.62,1,44990,27000,39
288,Apple,Apple MacBook Air Apple M4 - (24 GB/512 GB SSD/macOS Sequoia) MC6C4HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/3/7/-original-imahayjpgztvrfyj.jpeg?q=70,4.6,955,89,Apple,Apple M4 Processor,,24,Unified Memory,Mac OS Operating System,512,,1,,139900,
289,ASUS,ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/g/a/-original-imahcd9hmgk3pvdz.jpeg?q=70,4.3,7415,587,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,39.62,1,56990,33750,40
290,Acer,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,3614,279,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,43000,24990,41
291,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
292,ASUS,ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0413 ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/n/3/cx1500cka-ej0275-chromebook-asus-original-imah2mw8nykenzdx.jpeg?q=70,3.8,3131,279,Intel,Intel Celeron Dual Core Processor,,4,LPDDR4X,Chrome Operating System,4,39.62,1,,32990,
293,DELL,DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 34...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/q/n/latitude-3440-business-laptop-dell-original-imah5g3fnzybuu6b.jpeg?q=70,4.0,68,5,Intel,Intel Core i3 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,,1,60990,33990,44
294,Lenovo,Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/p/4/-original-imahcd9trw6asgg6.jpeg?q=70,4.3,1287,85,Intel,Intel Core i5 Processor (12th Gen),12,12,DDR5,Windows 11 Operating System,512,,1,85000,64990,23
295,DELL,"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Hom...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/y/r/inspiron-3530-thin-and-light-laptop-dell-original-imahyjjhdgjafest.jpeg?q=70,4.2,794,42,Intel,Intel Core i5 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,512,39.62,1,66472,49990,24
